Statute Name,Violation Date,latitude,longitude,counts
HOV LANE VIOLATION CAMERA VIOLATION,2023/1/8,47.632272,-122.343495,17
HOV LANE VIOLATION CAMERA VIOLATION,2023/1/9,47.602773,-122.331442,16
HOV LANE VIOLATION CAMERA VIOLATION,2023/1/9,47.603278,-122.334933,7
HOV LANE VIOLATION CAMERA VIOLATION,2023/1/9,47.611626,-122.33962,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/1/9,47.612692,-122.337434,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/1/9,47.632272,-122.343495,39
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/1,47.602773,-122.331442,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/1,47.603278,-122.334933,5
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/1,47.611626,-122.33962,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/1,47.612692,-122.337434,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/1,47.632272,-122.343495,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/11,47.602773,-122.331442,48
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/11,47.603278,-122.334933,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/11,47.611626,-122.33962,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/11,47.612692,-122.337434,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/11,47.632272,-122.343495,83
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/12,47.602773,-122.331442,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/12,47.603278,-122.334933,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/12,47.611626,-122.33962,17
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/12,47.612692,-122.337434,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/12,47.632272,-122.343495,55
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/13,47.602773,-122.331442,23
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/13,47.603278,-122.334933,1
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/13,47.611626,-122.33962,15
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/13,47.612692,-122.337434,20
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/13,47.632272,-122.343495,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/16,47.602773,-122.331442,18
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/16,47.611626,-122.33962,10
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/16,47.612692,-122.337434,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/16,47.632272,-122.343495,9
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/17,47.602773,-122.331442,36
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/17,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/17,47.611626,-122.33962,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/17,47.612692,-122.337434,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/17,47.632272,-122.343495,40
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/18,47.602773,-122.331442,27
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/18,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/18,47.611626,-122.33962,22
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/18,47.612692,-122.337434,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/18,47.632272,-122.343495,53
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/19,47.602773,-122.331442,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/19,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/19,47.611626,-122.33962,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/19,47.612692,-122.337434,44
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/19,47.632272,-122.343495,66
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/2,47.602773,-122.331442,32
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/2,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/2,47.611626,-122.33962,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/2,47.612692,-122.337434,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/2,47.632272,-122.343495,51
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/20,47.602773,-122.331442,43
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/20,47.603278,-122.334933,3
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/20,47.611626,-122.33962,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/20,47.612692,-122.337434,40
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/20,47.632272,-122.343495,55
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/21,47.602773,-122.331442,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/21,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/21,47.611626,-122.33962,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/21,47.612692,-122.337434,69
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/21,47.632272,-122.343495,30
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/22,47.602773,-122.331442,40
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/22,47.603278,-122.334933,2
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/22,47.611626,-122.33962,39
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/22,47.612692,-122.337434,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/22,47.632272,-122.343495,14
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/23,47.602773,-122.331442,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/23,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/23,47.611626,-122.33962,14
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/23,47.612692,-122.337434,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/23,47.632272,-122.343495,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/24,47.602773,-122.331442,48
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/24,47.603278,-122.334933,10
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/24,47.611626,-122.33962,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/24,47.612692,-122.337434,47
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/24,47.632272,-122.343495,45
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/25,47.602773,-122.331442,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/25,47.603278,-122.334933,3
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/25,47.611626,-122.33962,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/25,47.612692,-122.337434,43
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/25,47.632272,-122.343495,60
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/26,47.602773,-122.331442,27
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/26,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/26,47.611626,-122.33962,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/26,47.612692,-122.337434,40
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/26,47.632272,-122.343495,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/27,47.602773,-122.331442,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/27,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/27,47.611626,-122.33962,22
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/27,47.612692,-122.337434,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/27,47.632272,-122.343495,77
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/28,47.602773,-122.331442,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/28,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/28,47.611626,-122.33962,25
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/28,47.612692,-122.337434,72
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/28,47.632272,-122.343495,63
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/29,47.602773,-122.331442,52
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/29,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/29,47.611626,-122.33962,18
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/29,47.612692,-122.337434,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/29,47.632272,-122.343495,19
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/3,47.602773,-122.331442,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/3,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/3,47.611626,-122.33962,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/3,47.612692,-122.337434,45
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/3,47.632272,-122.343495,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/30,47.602773,-122.331442,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/30,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/30,47.611626,-122.33962,14
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/30,47.612692,-122.337434,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/30,47.632272,-122.343495,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/31,47.602773,-122.331442,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/31,47.603278,-122.334933,2
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/31,47.611626,-122.33962,22
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/31,47.612692,-122.337434,41
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/31,47.632272,-122.343495,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/4,47.602773,-122.331442,30
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/4,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/4,47.611626,-122.33962,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/4,47.612692,-122.337434,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/4,47.632272,-122.343495,57
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/5,47.602773,-122.331442,47
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/5,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/5,47.611626,-122.33962,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/5,47.612692,-122.337434,44
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/5,47.632272,-122.343495,59
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/6,47.602773,-122.331442,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/6,47.603278,-122.334933,5
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/6,47.611626,-122.33962,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/6,47.612692,-122.337434,44
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/6,47.632272,-122.343495,84
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/7,47.603278,-122.334933,1
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/7,47.611626,-122.33962,1
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/7,47.612692,-122.337434,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/7,47.632272,-122.343495,2
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/9,47.602773,-122.331442,13
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/9,47.603278,-122.334933,1
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/9,47.611626,-122.33962,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/9,47.612692,-122.337434,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/10/9,47.632272,-122.343495,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/1,47.602773,-122.331442,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/1,47.603278,-122.334933,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/1,47.611626,-122.33962,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/1,47.612692,-122.337434,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/1,47.632272,-122.343495,50
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/10,47.571555,-122.329908,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/10,47.602773,-122.331442,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/10,47.603278,-122.334933,10
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/10,47.611626,-122.33962,18
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/10,47.612692,-122.337434,53
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/10,47.632272,-122.343495,54
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/11,47.571555,-122.329908,19
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/11,47.602773,-122.331442,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/11,47.603278,-122.334933,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/11,47.611626,-122.33962,31
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/11,47.612692,-122.337434,61
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/11,47.632272,-122.343495,44
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/12,47.571555,-122.329908,17
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/12,47.602773,-122.331442,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/12,47.603278,-122.334933,10
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/12,47.611626,-122.33962,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/12,47.612692,-122.337434,45
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/12,47.632272,-122.343495,17
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/13,47.571555,-122.329908,20
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/13,47.602773,-122.331442,19
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/13,47.603278,-122.334933,5
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/13,47.611626,-122.33962,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/13,47.612692,-122.337434,25
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/13,47.632272,-122.343495,36
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/14,47.571555,-122.329908,71
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/14,47.602773,-122.331442,48
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/14,47.611626,-122.33962,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/14,47.612692,-122.337434,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/14,47.632272,-122.343495,59
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/15,47.571555,-122.329908,126
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/15,47.602773,-122.331442,35
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/15,47.611626,-122.33962,25
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/15,47.612692,-122.337434,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/15,47.632272,-122.343495,58
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/16,47.571555,-122.329908,78
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/16,47.602773,-122.331442,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/16,47.611626,-122.33962,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/16,47.612692,-122.337434,48
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/16,47.632272,-122.343495,78
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/17,47.571555,-122.329908,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/17,47.602773,-122.331442,27
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/17,47.603278,-122.334933,2
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/17,47.611626,-122.33962,27
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/17,47.612692,-122.337434,50
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/17,47.632272,-122.343495,79
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/18,47.571555,-122.329908,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/18,47.602773,-122.331442,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/18,47.603278,-122.334933,12
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/18,47.611626,-122.33962,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/18,47.612692,-122.337434,67
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/18,47.632272,-122.343495,31
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/19,47.571555,-122.329908,14
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/19,47.602773,-122.331442,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/19,47.603278,-122.334933,3
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/19,47.611626,-122.33962,18
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/19,47.612692,-122.337434,31
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/19,47.632272,-122.343495,17
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/2,47.602773,-122.331442,30
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/2,47.603278,-122.334933,15
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/2,47.611626,-122.33962,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/2,47.612692,-122.337434,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/2,47.632272,-122.343495,64
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/20,47.571555,-122.329908,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/20,47.602773,-122.331442,32
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/20,47.603278,-122.334933,2
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/20,47.611626,-122.33962,19
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/20,47.612692,-122.337434,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/20,47.632272,-122.343495,51
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/21,47.571555,-122.329908,31
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/21,47.602773,-122.331442,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/21,47.603278,-122.334933,3
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/21,47.611626,-122.33962,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/21,47.612692,-122.337434,56
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/21,47.632272,-122.343495,61
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/22,47.571555,-122.329908,11
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/22,47.602773,-122.331442,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/22,47.603278,-122.334933,3
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/22,47.611626,-122.33962,25
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/22,47.612692,-122.337434,44
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/22,47.632272,-122.343495,63
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/23,47.602773,-122.331442,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/23,47.603278,-122.334933,11
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/23,47.611626,-122.33962,13
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/23,47.612692,-122.337434,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/23,47.632272,-122.343495,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/24,47.602773,-122.331442,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/24,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/24,47.611626,-122.33962,23
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/24,47.612692,-122.337434,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/24,47.632272,-122.343495,11
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/25,47.602773,-122.331442,27
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/25,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/25,47.611626,-122.33962,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/25,47.612692,-122.337434,43
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/25,47.632272,-122.343495,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/26,47.602773,-122.331442,20
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/26,47.603278,-122.334933,8
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/26,47.611626,-122.33962,43
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/26,47.612692,-122.337434,47
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/26,47.632272,-122.343495,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/27,47.602773,-122.331442,47
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/27,47.603278,-122.334933,2
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/27,47.611626,-122.33962,30
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/27,47.612692,-122.337434,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/27,47.632272,-122.343495,33
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/28,47.571555,-122.329908,22
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/28,47.602773,-122.331442,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/28,47.603278,-122.334933,4
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/28,47.611626,-122.33962,20
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/28,47.612692,-122.337434,40
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/28,47.632272,-122.343495,56
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/29,47.571555,-122.329908,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/29,47.602773,-122.331442,32
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/29,47.603278,-122.334933,1
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/29,47.611626,-122.33962,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/29,47.612692,-122.337434,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/29,47.632272,-122.343495,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/3,47.602773,-122.331442,35
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/3,47.603278,-122.334933,21
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/3,47.611626,-122.33962,22
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/3,47.612692,-122.337434,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/3,47.632272,-122.343495,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/30,47.571555,-122.329908,47
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/30,47.602773,-122.331442,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/30,47.603278,-122.334933,5
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/30,47.611626,-122.33962,32
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/30,47.612692,-122.337434,48
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/30,47.632272,-122.343495,63
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/4,47.602773,-122.331442,59
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/4,47.603278,-122.334933,43
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/4,47.611626,-122.33962,39
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/4,47.612692,-122.337434,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/4,47.632272,-122.343495,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/7,47.602773,-122.331442,35
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/7,47.603278,-122.334933,7
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/7,47.611626,-122.33962,25
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/7,47.612692,-122.337434,41
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/7,47.632272,-122.343495,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/8,47.571555,-122.329908,46
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/8,47.602773,-122.331442,30
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/8,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/8,47.611626,-122.33962,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/8,47.612692,-122.337434,30
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/8,47.632272,-122.343495,60
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/9,47.571555,-122.329908,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/9,47.602773,-122.331442,58
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/9,47.603278,-122.334933,7
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/9,47.611626,-122.33962,29
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/9,47.612692,-122.337434,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/11/9,47.632272,-122.343495,79
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/1,47.571555,-122.329908,34
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/1,47.602773,-122.331442,39
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/1,47.603278,-122.334933,3
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/1,47.611626,-122.33962,28
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/1,47.612692,-122.337434,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/1,47.632272,-122.343495,67
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/10,47.571555,-122.329908,19
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/10,47.602773,-122.331442,14
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/10,47.603278,-122.334933,5
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/10,47.611626,-122.33962,49
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/10,47.612692,-122.337434,42
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/10,47.632272,-122.343495,32
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/12,47.571555,-122.329908,40
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/12,47.602773,-122.331442,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/12,47.603278,-122.334933,5
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/12,47.611626,-122.33962,16
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/12,47.612692,-122.337434,10
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/12,47.632272,-122.343495,38
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/13,47.571555,-122.329908,26
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/13,47.602773,-122.331442,37
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/13,47.603278,-122.334933,6
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/13,47.611626,-122.33962,24
HOV LANE VIOLATION CAMERA VIOLATION,2023/12/13,47.632272,-122.343495,44
